date,train_id,station_id,station_name,station_seq,cum_distance_km,distance_to_next_km,distance_to_destination_km,journey_progress_frac,hour_of_day,day_of_week,is_peak_hour,is_weekend,current_delay_min,delay_trend,dwell_time_min,sched_section_min,actual_section_min,section_delay_delta_min,congestion_level,is_rain,is_fog,temperature_c,visibility_km,weather_severity,train_sched_avg_speed_kmph,train_congestion_sensitivity_meta,train_recovery_rate_meta,train_avg_delay,train_delay_std,station_avg_dwell,target_next_station_delay_min,target_final_delay_min
2026-07-09,12004,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,3,4,0,0,12.15,1.9299999999999997,7.13,173.7,175.63,1.9300000000000068,0.166,0,0,35.5,9.09,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.693224516988675,23.4,23.4
2026-07-09,12004,S11,Cuttack,10,1239,161.0,161,0.885,6,4,0,0,23.4,11.249999999999998,7.73,211.86,223.11,11.25,0.245,0,0,32.1,8.75,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7306,23.4,23.4
2026-07-09,12004,S12,Bhubaneswar,11,1400,,0,1.0,9,4,1,0,23.4,0.0,0.0,,,,0.779,1,0,42.2,5.54,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,,23.4
2026-07-10,12004,S01,Delhi,0,0,147.0,1400,0.0,1,4,0,0,5.24,0.0,0.0,193.43,198.68,5.25,0.071,1,0,43.6,8.72,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,12.19,16.38
2026-07-10,12004,S02,Mathura,1,147,137.0,1253,0.105,4,4,0,0,12.19,6.949999999999999,6.21,180.28,187.23,6.949999999999989,0.278,0,0,25.8,7.84,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.460106595602932,14.64,16.38
2026-07-10,12004,S03,Agra,2,284,59.0,1116,0.20285714285714285,8,4,1,0,14.64,2.450000000000001,6.86,77.64,80.08,2.4399999999999977,0.653,0,0,27.6,9.13,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7025383077948035,20.83,16.38
2026-07-10,12004,S04,Gwalior,3,343,151.0,1057,0.245,9,4,1,0,20.83,6.189999999999998,7.12,198.7,204.89,6.189999999999998,0.884,1,0,35.7,6.01,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.746748834110593,6.14,16.38
2026-07-10,12004,S05,Jhansi,4,494,116.0,906,0.35285714285714287,13,4,0,0,6.14,-14.689999999999998,6.51,152.64,137.95,-14.689999999999998,0.127,0,0,27.3,4.35,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.890953333333334,5.01,16.38
2026-07-10,12004,S06,Bhopal,5,610,65.0,790,0.4357142857142857,15,4,0,0,5.01,-1.13,7.27,85.53,84.4,-1.1299999999999955,0.041,1,0,33.4,7.41,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.722413333333334,-1.13,16.38
2026-07-10,12004,S07,Itarsi,6,675,147.0,725,0.48214285714285715,16,4,0,0,-1.13,-6.14,6.69,193.43,187.3,-6.1299999999999955,0.562,0,0,19.9,7.3,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.6069,20.12,16.38
2026-07-10,12004,S08,Nagpur,7,822,166.0,578,0.5871428571428572,20,4,1,0,20.12,21.25,8.14,218.44,239.69,21.25,0.739,0,0,31.0,5.98,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.591552298467688,22.34,16.38
2026-07-10,12004,S09,Raipur,8,988,119.0,412,0.7057142857142857,0,5,0,1,22.34,2.219999999999999,11.03,156.59,158.81,2.219999999999999,0.22,0,0,20.8,5.51,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.54272,4.67,16.38
2026-07-10,12004,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,3,5,0,1,4.67,-17.67,7.98,173.7,156.03,-17.669999999999987,0.25,0,0,24.0,3.86,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.693224516988675,16.38,16.38
2026-07-10,12004,S11,Cuttack,10,1239,161.0,161,0.885,5,5,0,1,16.38,11.709999999999999,6.05,211.86,223.56,11.699999999999989,0.193,1,0,29.1,4.2,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7306,16.38,16.38
2026-07-10,12004,S12,Bhubaneswar,11,1400,,0,1.0,9,5,1,1,16.38,0.0,0.0,,,,0.632,0,0,17.9,4.97,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,,16.38
2026-07-11,12004,S01,Delhi,0,0,147.0,1400,0.0,1,5,0,1,8.78,0.0,0.0,193.43,202.21,8.780000000000001,0.177,1,0,31.6,3.53,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,11.72,14.67
2026-07-11,12004,S02,Mathura,1,147,137.0,1253,0.105,4,5,0,1,11.72,2.9400000000000013,7.03,180.28,183.21,2.930000000000007,0.132,0,0,24.3,9.95,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.460106595602932,14.17,14.67
2026-07-11,12004,S03,Agra,2,284,59.0,1116,0.20285714285714285,8,5,1,1,14.17,2.4499999999999993,10.53,77.64,80.08,2.4399999999999977,0.633,0,0,29.5,4.55,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7025383077948035,11.64,14.67
2026-07-11,12004,S04,Gwalior,3,343,151.0,1057,0.245,9,5,1,1,11.64,-2.5299999999999994,8.08,198.7,196.17,-2.530000000000001,0.979,0,0,32.6,8.48,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.746748834110593,24.62,14.67
2026-07-11,12004,S05,Jhansi,4,494,116.0,906,0.35285714285714287,12,5,0,1,24.62,12.98,13.43,152.64,165.62,12.980000000000018,0.0,1,0,29.9,9.62,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.890953333333334,20.57,14.67
2026-07-11,12004,S06,Bhopal,5,610,65.0,790,0.4357142857142857,15,5,0,1,20.57,-4.050000000000001,6.28,85.53,81.48,-4.049999999999997,0.067,1,0,27.75,4.26,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.722413333333334,28.4,14.67
2026-07-11,12004,S07,Itarsi,6,675,147.0,725,0.48214285714285715,17,5,1,1,28.4,7.829999999999998,5.9,193.43,201.26,7.829999999999984,0.692,1,0,32.9,3.29,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.6069,24.69,14.67
2026-07-11,12004,S08,Nagpur,7,822,166.0,578,0.5871428571428572,20,5,1,1,24.69,-3.7099999999999973,9.84,218.44,214.72,-3.719999999999999,0.783,1,0,32.9,5.41,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.591552298467688,14.7,14.67
2026-07-11,12004,S09,Raipur,8,988,119.0,412,0.7057142857142857,0,6,0,1,14.7,-9.990000000000002,8.85,156.59,146.6,-9.990000000000009,0.149,1,0,36.9,8.59,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.54272,10.79,14.67
2026-07-11,12004,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,3,6,0,1,10.79,-3.91,7.38,173.7,169.78,-3.9199999999999875,0.106,1,0,28.1,6.92,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.693224516988675,14.67,14.67
2026-07-11,12004,S11,Cuttack,10,1239,161.0,161,0.885,6,6,0,1,14.67,3.880000000000001,8.49,211.86,215.74,3.8799999999999955,0.164,1,0,34.9,9.12,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7306,14.67,14.67
2026-07-11,12004,S12,Bhubaneswar,11,1400,,0,1.0,9,6,1,1,14.67,0.0,0.0,,,,0.824,0,0,32.4,3.38,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,,14.67
2026-07-12,12004,S01,Delhi,0,0,147.0,1400,0.0,1,6,0,1,1.91,0.0,0.0,193.43,195.34,1.9099999999999966,0.19,0,0,32.9,9.49,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,3.78,-19.56
2026-07-12,12004,S02,Mathura,1,147,137.0,1253,0.105,4,6,0,1,3.78,1.8699999999999999,6.32,180.28,182.15,1.8700000000000045,0.027,1,0,30.6,7.95,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.460106595602932,4.64,-19.56
2026-07-12,12004,S03,Agra,2,284,59.0,1116,0.20285714285714285,7,6,1,1,4.64,0.8599999999999999,8.55,77.64,78.5,0.8599999999999994,0.929,0,0,32.8,8.92,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7025383077948035,22.28,-19.56
2026-07-12,12004,S04,Gwalior,3,343,151.0,1057,0.245,9,6,1,1,22.28,17.64,8.42,198.7,216.34,17.640000000000015,0.624,0,0,20.8,5.4,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.746748834110593,14.16,-19.56
2026-07-12,12004,S05,Jhansi,4,494,116.0,906,0.35285714285714287,13,6,0,1,14.16,-8.120000000000001,7.0,152.64,144.52,-8.119999999999976,0.276,0,0,24.6,7.12,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.890953333333334,5.31,-19.56
2026-07-12,12004,S06,Bhopal,5,610,65.0,790,0.4357142857142857,15,6,0,1,5.31,-8.850000000000001,5.96,85.53,76.68,-8.849999999999994,0.068,0,0,25.7,4.05,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.722413333333334,61.92,-19.56
2026-07-12,12004,S07,Itarsi,6,675,147.0,725,0.48214285714285715,17,6,1,1,61.92,56.61,7.65,193.43,193.2,-0.2300000000000182,0.554,0,0,30.7,7.19,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.6069,4.75,-19.56
2026-07-12,12004,S08,Nagpur,7,822,166.0,578,0.5871428571428572,20,6,1,1,4.75,-57.17,8.51,218.44,218.11,-0.3299999999999841,0.741,0,0,30.7,3.02,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.591552298467688,3.46,-19.56
2026-07-12,12004,S09,Raipur,8,988,119.0,412,0.7057142857142857,0,0,0,0,3.46,-1.29,6.45,156.59,155.3,-1.289999999999992,0.1465,1,0,25.0,9.46,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.54272,-0.52,-19.56
2026-07-12,12004,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,2,0,0,0,-0.52,-3.98,8.67,173.7,169.71,-3.9899999999999807,0.183,0,0,28.8,7.21,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.693224516988675,-19.56,-19.56
2026-07-12,12004,S11,Cuttack,10,1239,161.0,161,0.885,5,0,0,0,-19.56,-19.04,6.03,211.86,192.82,-19.04000000000002,0.228,0,0,32.0,6.51,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7306,-19.56,-19.56
2026-07-12,12004,S12,Bhubaneswar,11,1400,,0,1.0,9,0,1,0,-19.56,0.0,0.0,,,,0.608,1,0,24.1,3.03,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,,-19.56
2026-07-13,12004,S01,Delhi,0,0,147.0,1400,0.0,1,0,0,0,6.16,0.0,0.0,193.43,199.6,6.1699999999999875,0.033,0,0,28.15,4.33,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,20.42,13.69
2026-07-13,12004,S02,Mathura,1,147,137.0,1253,0.105,4,0,0,0,20.42,14.260000000000002,8.67,180.28,194.54,14.259999999999991,0.145,1,0,22.3,3.53,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.460106595602932,13.54,13.69
2026-07-13,12004,S03,Agra,2,284,59.0,1116,0.20285714285714285,8,0,1,0,13.54,-6.880000000000003,9.03,77.64,70.76,-6.8799999999999955,0.835,0,0,27.5,8.67,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7025383077948035,31.11,13.69
2026-07-13,12004,S04,Gwalior,3,343,151.0,1057,0.245,9,0,1,0,31.11,17.57,6.53,198.7,216.27,17.57000000000002,0.746,1,0,20.8,5.66,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.746748834110593,23.5,13.69
2026-07-13,12004,S05,Jhansi,4,494,116.0,906,0.35285714285714287,13,0,0,0,23.5,-7.609999999999999,6.33,152.64,145.03,-7.609999999999985,0.22,0,0,27.7,4.4,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.890953333333334,20.91,13.69
2026-07-13,12004,S06,Bhopal,5,610,65.0,790,0.4357142857142857,15,0,0,0,20.91,-2.59,6.11,85.53,82.95,-2.5799999999999983,0.091,1,0,27.8,7.08,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.722413333333334,41.26,13.69
2026-07-13,12004,S07,Itarsi,6,675,147.0,725,0.48214285714285715,17,0,1,0,41.26,20.349999999999998,9.28,193.43,213.78,20.349999999999994,0.998,1,0,26.4,5.13,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.6069,31.5,13.69
2026-07-13,12004,S08,Nagpur,7,822,166.0,578,0.5871428571428572,20,0,1,0,31.5,-9.759999999999998,11.08,218.44,208.68,-9.759999999999991,0.784,0,0,24.0,6.84,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.591552298467688,11.03,13.69
2026-07-13,12004,S09,Raipur,8,988,119.0,412,0.7057142857142857,0,1,0,0,11.03,-20.47,6.73,156.59,136.12,-20.47,0.099,0,0,34.6,6.88,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.54272,20.18,13.69
2026-07-13,12004,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,3,1,0,0,20.18,9.15,6.17,173.7,182.85,9.150000000000006,0.22,0,0,35.9,6.16,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.693224516988675,13.69,13.69
2026-07-13,12004,S11,Cuttack,10,1239,161.0,161,0.885,6,1,0,0,13.69,-6.49,5.82,211.86,205.37,-6.490000000000009,0.045,0,0,45.6,3.32,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7306,13.69,13.69
2026-07-13,12004,S12,Bhubaneswar,11,1400,,0,1.0,9,1,1,0,13.69,0.0,0.0,,,,0.586,0,0,29.3,7.39,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,,13.69
2026-07-14,12004,S01,Delhi,0,0,147.0,1400,0.0,1,1,0,0,16.12,0.0,0.0,193.43,209.56,16.129999999999995,0.247,1,0,27.4,4.22,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,-8.87,40.38
2026-07-14,12004,S02,Mathura,1,147,137.0,1253,0.105,5,1,0,0,-8.87,-24.990000000000002,6.23,180.28,155.29,-24.99000000000001,0.069,0,0,31.3,7.63,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.460106595602932,-1.38,40.38
2026-07-14,12004,S03,Agra,2,284,59.0,1116,0.20285714285714285,7,1,1,0,-1.38,7.489999999999999,7.54,77.64,85.13,7.489999999999995,0.744,1,0,32.5,3.47,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7025383077948035,-2.86,40.38
2026-07-14,12004,S04,Gwalior,3,343,151.0,1057,0.245,9,1,1,0,-2.86,-1.48,7.42,198.7,197.22,-1.4799999999999898,0.975,0,0,24.4,5.09,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.746748834110593,-11.14,40.38
2026-07-14,12004,S05,Jhansi,4,494,116.0,906,0.35285714285714287,12,1,0,0,-11.14,-8.280000000000001,6.73,152.64,144.36,-8.279999999999973,0.123,0,0,27.1,5.89,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.890953333333334,-11.63,40.38
2026-07-14,12004,S06,Bhopal,5,610,65.0,790,0.4357142857142857,15,1,0,0,-11.63,-0.4900000000000002,7.44,85.53,85.04,-0.4899999999999949,0.081,0,0,14.6,6.11,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.722413333333334,-14.49,40.38
2026-07-14,12004,S07,Itarsi,6,675,147.0,725,0.48214285714285715,16,1,0,0,-14.49,-2.8599999999999994,8.12,193.43,190.57,-2.8600000000000136,0.452,0,0,27.9,6.56,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.6069,9.45,40.38
2026-07-14,12004,S08,Nagpur,7,822,166.0,578,0.5871428571428572,20,1,1,0,9.45,23.939999999999998,6.33,218.44,242.38,23.939999999999998,0.739,1,0,31.7,4.34,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.591552298467688,33.55,40.38
2026-07-14,12004,S09,Raipur,8,988,119.0,412,0.7057142857142857,0,2,0,0,33.55,24.099999999999998,10.21,156.59,180.69,24.099999999999994,0.096,1,0,30.6,6.615,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.54272,32.89,40.38
2026-07-14,12004,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,3,2,0,0,32.89,-0.6599999999999966,7.62,173.7,173.03,-0.6699999999999875,0.092,1,0,27.8,9.6,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.693224516988675,40.38,40.38
2026-07-14,12004,S11,Cuttack,10,1239,161.0,161,0.885,6,2,0,0,40.38,7.490000000000002,7.94,211.86,219.35,7.489999999999981,0.074,1,0,22.7,7.39,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7306,40.38,40.38
2026-07-14,12004,S12,Bhubaneswar,11,1400,,0,1.0,10,2,0,0,40.38,0.0,0.0,,,,0.242,1,0,34.7,6.73,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,,40.38
2026-07-15,12004,S01,Delhi,0,0,147.0,1400,0.0,1,2,0,0,4.95,0.0,0.0,193.43,198.39,4.9599999999999795,0.264,1,0,16.7,9.28,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,5.56,13.36
2026-07-15,12004,S02,Mathura,1,147,137.0,1253,0.105,4,2,0,0,5.56,0.6099999999999994,6.72,180.28,180.89,0.6099999999999852,0.144,0,0,29.3,9.84,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.460106595602932,9.96,13.36
2026-07-15,12004,S03,Agra,2,284,59.0,1116,0.20285714285714285,7,2,1,0,9.96,4.400000000000001,6.62,77.64,82.03,4.390000000000001,0.998,0,0,30.8,6.42,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7025383077948035,19.15,13.36
2026-07-15,12004,S04,Gwalior,3,343,151.0,1057,0.245,9,2,1,0,19.15,9.189999999999998,7.82,198.7,207.88,9.180000000000007,0.551,0,0,27.8,4.47,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.746748834110593,25.37,13.36
2026-07-15,12004,S05,Jhansi,4,494,116.0,906,0.35285714285714287,13,2,0,0,25.37,6.220000000000002,6.6,152.64,292.43000000000006,139.79000000000008,0.28,1,0,23.9,6.76,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.890953333333334,20.57,13.36
2026-07-15,12004,S06,Bhopal,5,610,65.0,790,0.4357142857142857,15,2,0,0,20.57,-4.800000000000001,8.54,85.53,80.73,-4.799999999999997,0.011,1,0,29.0,3.9,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.722413333333334,29.81,13.36
2026-07-15,12004,S07,Itarsi,6,675,147.0,725,0.48214285714285715,17,2,1,0,29.81,9.239999999999998,8.64,193.43,202.67,9.23999999999998,0.723,0,0,18.3,7.95,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.6069,6.56,13.36
2026-07-15,12004,S08,Nagpur,7,822,166.0,578,0.5871428571428572,20,2,1,0,6.56,-23.25,7.97,218.44,195.19,-23.25,0.691,0,0,32.2,4.98,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.591552298467688,19.49,13.36
2026-07-15,12004,S09,Raipur,8,988,119.0,412,0.7057142857142857,0,3,0,0,19.49,12.93,8.49,156.59,169.52,12.930000000000007,0.215,0,0,30.6,6.615,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.54272,27.78,13.36
2026-07-15,12004,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,3,3,0,0,27.78,8.290000000000003,6.9,173.7,181.98,8.280000000000001,0.229,0,0,35.9,9.37,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.693224516988675,13.36,13.36
2026-07-15,12004,S11,Cuttack,10,1239,161.0,161,0.885,6,3,0,0,13.36,-14.420000000000002,8.79,211.86,197.43,-14.430000000000007,0.099,0,0,23.8,7.29,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7306,13.36,13.36
2026-07-15,12004,S12,Bhubaneswar,11,1400,,0,1.0,9,3,1,0,13.36,0.0,0.0,,,,0.844,0,0,24.3,9.08,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,,13.36
2026-07-16,12004,S01,Delhi,0,0,147.0,1400,0.0,1,3,0,0,1.73,0.0,0.0,193.43,195.17,1.7399999999999807,0.295,0,0,30.2,6.675000000000001,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,39.11,9.52
2026-07-16,12004,S02,Mathura,1,147,137.0,1253,0.105,4,3,0,0,39.11,37.38,7.78,180.28,217.66,37.379999999999995,0.256,1,0,20.4,6.64,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.460106595602932,27.97,9.52
2026-07-16,12004,S03,Agra,2,284,59.0,1116,0.20285714285714285,8,3,1,0,27.97,-11.14,6.53,77.64,66.5,-11.14,0.594,1,0,27.5,9.26,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7025383077948035,34.11,9.52
2026-07-16,12004,S04,Gwalior,3,343,151.0,1057,0.245,9,3,1,0,34.11,6.140000000000001,14.54,198.7,204.84,6.140000000000015,0.985,1,0,20.4,6.01,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.746748834110593,28.29,9.52
2026-07-16,12004,S05,Jhansi,4,494,116.0,906,0.35285714285714287,13,3,0,0,28.29,-5.82,7.28,152.64,146.82,-5.819999999999993,0.151,0,0,7.9,8.06,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.890953333333334,11.66,9.52
2026-07-16,12004,S06,Bhopal,5,610,65.0,790,0.4357142857142857,15,3,0,0,11.66,-16.63,7.23,85.53,68.91,-16.620000000000005,0.169,0,0,27.75,9.46,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.722413333333334,8.93,9.52
2026-07-16,12004,S07,Itarsi,6,675,147.0,725,0.48214285714285715,17,3,1,0,8.93,-2.7300000000000004,10.36,193.43,190.7,-2.730000000000018,0.717,0,0,27.7,5.27,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.6069,28.23,9.52
2026-07-16,12004,S08,Nagpur,7,822,166.0,578,0.5871428571428572,20,3,1,0,28.23,19.3,10.27,218.44,237.74,19.30000000000001,0.563,1,0,30.3,6.33,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.591552298467688,21.62,9.52
2026-07-16,12004,S09,Raipur,8,988,119.0,412,0.7057142857142857,0,4,0,0,21.62,-6.609999999999999,9.05,156.59,149.98,-6.610000000000014,0.184,0,0,18.2,4.2,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.54272,34.13,9.52
2026-07-16,12004,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,3,4,0,0,34.13,12.510000000000002,6.2,173.7,186.21,12.51000000000002,0.03,1,0,15.9,5.26,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.693224516988675,9.52,9.52
2026-07-16,12004,S11,Cuttack,10,1239,161.0,161,0.885,6,4,0,0,9.52,-24.610000000000003,7.55,211.86,187.24,-24.620000000000005,0.269,0,0,26.7,6.17,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7306,9.52,9.52
2026-07-16,12004,S12,Bhubaneswar,11,1400,,0,1.0,9,4,1,0,9.52,0.0,0.0,,,,0.784,0,0,23.5,3.91,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,,9.52
2026-07-17,12004,S01,Delhi,0,0,147.0,1400,0.0,1,4,0,0,-2.88,0.0,0.0,193.43,190.56,-2.8700000000000045,0.11,1,0,30.7,9.94,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,0.0,9.82,26.61
2026-07-17,12004,S02,Mathura,1,147,137.0,1253,0.105,4,4,0,0,9.82,12.7,7.98,180.28,192.98,12.699999999999989,0.15,1,0,34.4,9.91,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.460106595602932,9.26,26.61
2026-07-17,12004,S03,Agra,2,284,59.0,1116,0.20285714285714285,8,4,1,0,9.26,-0.5600000000000005,7.34,77.64,77.08,-0.5600000000000023,0.95,0,0,33.8,5.77,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.7025383077948035,18.04,26.61
2026-07-17,12004,S04,Gwalior,3,343,151.0,1057,0.245,9,4,1,0,18.04,8.78,8.7,198.7,207.48,8.780000000000001,0.895,0,0,28.2,9.53,0.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.746748834110593,23.11,26.61
2026-07-17,12004,S05,Jhansi,4,494,116.0,906,0.35285714285714287,13,4,0,0,23.11,5.07,8.03,152.64,157.71,5.070000000000022,0.101,1,0,26.2,7.48,1.0,45.596923252194,0.319159502664257,0.2692681476866447,14.953075716391611,13.096275653470727,5.890953333333334,21.01,26.61
