date,train_id,station_seq,station_id,station_name,cum_distance_km,distance_to_next_km,hour_of_day,day_of_week,current_delay_min,dwell_time_min,sched_section_min,actual_section_min,congestion_level,is_rain,is_fog,temperature_c,visibility_km,avg_speed_kmph,train_congestion_sensitivity,train_recovery_rate
2026-06-08,12019,7,S08,Nagpur,822,166.0,13,1,-1.13,5.92,167.13,162.31,0.232,0,0,25.8,6.98,59.6,0.728,0.472
2026-07-04,12009,2,S03,Agra,284,59.0,21,5,0.47,5.41,43.02,42.26,0.328,0,0,29.3,8.9,82.3,0.637,0.363
2026-06-20,12010,3,S04,Gwalior,343,151.0,0,6,22.01,3.15,155.32,159.25,0.26,0,0,31.0,4.49,58.3,0.774,0.288
2026-07-20,12013,5,S06,Bhopal,610,65.0,18,0,18.02,6.59,50.11,50.5,0.872,0,0,26.6,9.53,77.8,1.365,0.342
2026-07-28,12014,5,S06,Bhopal,610,65.0,10,1,10.1,7.47,43.96,46.29,0.571,1,0,35.6,7.08,88.7,0.607,0.212
2026-06-16,12019,7,S08,Nagpur,822,166.0,13,2,3.74,2.71,167.13,156.81,0.028,0,0,33.4,5.09,59.6,0.728,0.472
2026-06-15,12007,1,S02,Mathura,147,137.0,15,0,7.93,5.78,99.15,100.95,0.248,1,0,19.0,9.42,82.9,0.774,0.478
2026-07-09,12023,0,S01,Delhi,0,147.0,0,3,8.28,0.0,114.47,122.75,0.261,0,0,22.8,8.99,77.1,1.497,0.28
2026-06-09,12007,10,S11,Cuttack,1239,161.0,5,2,7.15,3.95,116.52,111.12,0.217,0,0,29.7,8.3,82.9,0.774,0.478
2026-06-23,12016,5,S06,Bhopal,610,65.0,18,1,16.38,5.45,58.74,61.33,0.548,0,0,13.3,7.93,66.4,1.025,0.362
2026-07-08,12005,0,S01,Delhi,0,147.0,3,2,15.61,0.0,136.1,151.71,0.187,1,0,16.5,8.49,64.8,0.894,0.21
2026-07-21,12024,3,S04,Gwalior,343,151.0,17,1,8.16,3.16,133.98,142.77,0.679,1,0,26.0,8.73,67.6,0.587,0.243
2026-06-23,12015,6,S07,Itarsi,675,147.0,23,1,31.02,4.55,137.3,143.53,0.123,0,0,26.6,8.77,64.2,0.429,0.209
2026-07-06,12009,7,S08,Nagpur,822,166.0,4,1,-7.63,4.46,121.03,103.47,0.167,0,0,23.3,8.33,82.3,0.637,0.363
2026-06-03,12020,9,S10,Sambalpur,1107,132.0,7,3,6.82,5.85,143.33,139.04,0.921,1,0,19.2,,55.3,0.308,0.353
2026-07-21,12022,11,S12,Bhubaneswar,1400,,2,3,18.54,0.0,,,0.118,0,0,26.7,9.84,54.8,0.605,0.274
2026-06-29,12000,8,S09,Raipur,988,119.0,22,0,18.35,6.33,99.1,100.83,,1,0,32.3,6.41,72.1,0.518,0.255
2026-07-12,12018,4,S05,Jhansi,494,116.0,5,0,3.79,4.13,95.22,93.81,0.095,0,0,,9.85,73.1,0.562,0.325
2026-06-05,12002,11,S12,Bhubaneswar,1400,,2,6,54.49,0.0,,,0.189,0,0,30.8,,51.3,1.242,0.26
2026-06-01,12023,3,S04,Gwalior,343,151.0,4,0,-0.21,3.0,117.58,121.1,0.208,0,0,39.7,8.06,77.1,1.497,0.28
2026-07-28,12000,6,S07,Itarsi,675,147.0,17,1,11.09,9.21,122.41,133.43,0.98,0,0,28.8,9.11,72.1,0.518,0.255
2026-06-15,12012,7,S08,Nagpur,822,166.0,1,1,15.54,7.24,134.05,141.1,0.0,1,0,33.1,4.75,74.3,0.414,0.311
2026-07-04,12000,2,S03,Agra,284,59.0,11,5,11.83,5.72,49.13,46.87,0.463,1,0,23.9,9.82,72.1,0.518,0.255
2026-06-29,12019,10,S11,Cuttack,1239,161.0,21,1,11.12,4.35,162.09,153.88,0.25,0,0,33.2,9.22,59.6,0.728,0.472
2026-06-02,12022,10,S11,Cuttack,1239,161.0,23,2,17.86,4.68,176.13,169.73,0.191,1,0,31.1,6.75,54.8,0.605,0.274
2026-07-14,12002,3,S04,Gwalior,343,151.0,4,2,30.08,5.92,176.69,178.57,0.079,1,0,19.9,3.42,51.3,1.242,0.26
2026-06-19,12009,10,S11,Cuttack,1239,161.0,9,5,,9.18,117.39,122.34,0.515,0,0,21.0,3.23,82.3,0.637,0.363
2026-07-09,12023,7,S08,Nagpur,822,166.0,11,3,40.09,11.31,129.26,137.47,0.377,0,0,33.3,9.29,77.1,1.497,0.28
2026-06-07,12016,7,S08,Nagpur,822,166.0,22,6,18.42,6.98,150.02,149.51,0.145,1,0,15.8,8.94,66.4,1.025,0.362
2026-06-14,12019,0,S01,Delhi,0,147.0,23,6,-0.77,0.0,148.0,147.22,0.197,0,0,20.8,7.83,59.6,0.728,0.472
2026-07-06,12009,4,S05,Jhansi,494,116.0,0,1,12.65,4.24,84.58,84.43,0.201,0,0,21.7,6.74,82.3,0.637,0.363
2026-07-28,12000,11,S12,Bhubaneswar,1400,,4,2,4.6,0.0,,,0.128,1,0,23.9,4.0,72.1,0.518,0.255
2026-06-27,12013,8,S09,Raipur,988,119.0,23,5,5.61,5.88,91.74,92.57,0.017,1,0,20.3,7.91,77.8,1.365,0.342
2026-07-28,12016,6,S07,Itarsi,675,147.0,19,1,26.92,6.65,132.85,143.14,0.773,0,0,24.2,7.0,66.4,1.025,0.362
2026-06-06,12017,0,S01,Delhi,0,147.0,9,5,5.47,0.0,159.51,164.97,0.664,1,0,27.6,9.07,55.3,0.648,0.248
2026-06-16,12012,7,S08,Nagpur,822,166.0,1,2,16.22,9.65,134.05,132.62,0.157,1,0,16.0,8.2,74.3,0.414,0.311
2026-07-12,12018,9,S10,Sambalpur,1107,132.0,14,0,12.58,4.92,108.35,113.39,0.173,0,0,23.5,5.94,73.1,0.562,0.325
2026-07-11,12024,8,S09,Raipur,988,119.0,3,6,22.47,2.43,105.59,104.83,0.138,1,0,29.8,7.87,67.6,0.587,0.243
2026-07-26,12006,0,S01,Delhi,0,147.0,11,6,-1.62,0.0,140.9,139.28,0.217,0,0,,9.36,62.6,0.55,0.37
2026-07-02,12017,7,S08,Nagpur,822,166.0,1,4,23.89,2.74,180.12,182.89,0.28,1,0,29.0,7.78,55.3,0.648,0.248
2026-06-14,12002,9,S10,Sambalpur,1107,132.0,20,0,36.57,6.91,154.45,149.08,0.843,0,0,31.3,6.87,51.3,1.242,0.26
2026-06-11,12000,8,S09,Raipur,988,119.0,22,3,29.87,5.7,99.1,91.41,0.13,1,0,22.9,8.68,72.1,0.518,0.255
2026-07-01,12021,4,S05,Jhansi,494,116.0,7,3,21.44,19.89,104.16,104.2,0.744,1,0,20.0,6.97,66.8,0.623,0.273
2026-07-18,12020,6,S07,Itarsi,675,147.0,23,5,6.28,4.4,159.62,152.49,0.187,0,0,38.6,9.85,55.3,0.308,0.353
2026-07-21,12008,4,S05,Jhansi,494,116.0,23,1,,5.12,116.59,105.71,0.291,0,0,30.7,4.27,59.7,1.313,0.424
2026-06-16,12015,2,S03,Agra,284,59.0,17,1,14.11,8.84,55.11,48.37,0.76,0,0,23.6,4.83,64.2,0.429,0.209
2026-07-20,12003,10,S11,Cuttack,1239,161.0,21,0,32.08,3.18,134.81,137.66,0.294,1,0,37.5,6.56,71.7,1.029,0.251
2026-07-01,12010,11,S12,Bhubaneswar,1400,,19,3,33.88,0.0,,,0.559,1,0,31.3,4.43,58.3,0.774,0.288
2026-07-20,12009,2,S03,Agra,284,59.0,21,0,13.92,4.44,43.02,39.37,0.533,0,0,30.5,7.31,82.3,0.637,0.363
2026-07-18,12014,4,S05,Jhansi,494,116.0,9,5,13.11,7.75,78.44,81.74,0.937,0,0,21.3,9.53,88.7,0.607,0.212
2026-07-07,12001,9,S10,Sambalpur,1107,132.0,0,2,11.36,6.74,109.2,110.4,0.099,1,0,13.9,3.57,72.5,0.328,0.357
2026-06-08,12012,0,S01,Delhi,0,147.0,13,0,-4.33,0.0,118.71,114.38,0.032,0,0,39.5,9.56,74.3,0.414,0.311
2026-06-15,12010,0,S01,Delhi,0,147.0,18,0,16.03,0.0,151.2,167.24,0.601,0,0,30.5,8.28,58.3,0.774,0.288
2026-07-26,12010,2,S03,Agra,284,59.0,23,6,22.06,2.87,60.69,56.3,0.266,1,0,29.0,9.49,58.3,0.774,0.288
2026-07-10,12012,2,S03,Agra,284,59.0,17,4,12.58,6.25,47.65,50.89,0.953,1,0,23.4,8.8,74.3,0.414,0.311
2026-06-09,12012,11,S12,Bhubaneswar,1400,,9,2,9.19,0.0,,,0.733,0,0,24.3,5.15,74.3,0.414,0.311
2026-07-25,12018,8,S09,Raipur,988,119.0,12,6,13.8,4.05,97.68,97.08,0.288,0,0,18.2,7.07,73.1,0.562,0.325
2026-06-04,12020,2,S03,Agra,284,59.0,15,3,-0.73,5.94,64.06,70.43,0.054,1,0,35.8,9.9,55.3,0.308,0.353
2026-07-28,12000,4,S05,Jhansi,494,116.0,14,1,-0.12,11.06,96.6,94.87,0.113,0,0,22.2,,72.1,0.518,0.255
2026-06-27,12005,7,S08,Nagpur,822,166.0,16,5,28.82,3.96,153.69,171.14,0.498,1,0,30.8,9.33,64.8,0.894,0.21
2026-07-26,12009,8,S09,Raipur,988,119.0,6,0,5.99,6.52,86.76,76.39,0.06,0,0,21.1,7.09,82.3,0.637,0.363
2026-06-14,12021,7,S08,Nagpur,822,166.0,12,0,24.35,5.01,149.06,148.1,0.024,1,0,31.0,7.11,66.8,0.623,0.273
2026-07-03,12003,11,S12,Bhubaneswar,1400,,23,4,31.61,0.0,,,0.165,1,0,27.9,4.11,71.7,1.029,0.251
2026-06-17,12022,11,S12,Bhubaneswar,1400,,2,4,12.63,0.0,,,0.19,1,0,26.7,9.23,54.8,0.605,0.274
2026-07-05,12011,2,S03,Agra,284,59.0,7,6,8.41,7.8,43.33,53.2,0.847,1,0,21.9,4.66,81.7,1.175,0.431
2026-07-29,12012,0,S01,Delhi,0,147.0,13,2,3.22,0.0,118.71,121.93,0.127,1,0,26.1,4.32,74.3,0.414,0.311
2026-07-12,12021,3,S04,Gwalior,343,151.0,4,0,5.21,5.52,135.59,130.69,0.043,0,0,28.1,8.9,66.8,0.623,0.273
2026-07-30,12010,1,S02,Mathura,147,137.0,20,3,32.15,4.84,140.92,159.1,0.974,1,0,22.7,4.47,58.3,0.774,0.288
2026-06-28,12018,7,S08,Nagpur,822,166.0,10,0,1.84,5.55,136.26,120.31,0.342,0,0,27.2,6.71,73.1,0.562,0.325
2026-07-24,12024,7,S08,Nagpur,822,166.0,0,5,-16.34,6.14,147.29,137.12,,0,0,38.6,8.88,67.6,0.587,0.243
2026-06-19,12005,3,S04,Gwalior,343,151.0,8,4,12.43,2.78,139.8,147.84,0.854,0,0,19.3,9.25,64.8,0.894,0.21
2026-06-26,12014,1,S02,Mathura,147,137.0,5,4,21.54,7.09,92.64,105.35,0.171,1,0,33.4,6.16,88.7,0.607,0.212
2026-06-14,12016,6,S07,Itarsi,675,147.0,19,6,32.92,4.95,132.85,147.84,0.84,1,0,32.5,3.44,66.4,1.025,0.362
2026-06-21,12011,8,S09,Raipur,988,119.0,16,6,8.33,9.37,87.4,85.36,0.442,0,0,29.4,,81.7,1.175,0.431
2026-06-25,12000,1,S02,Mathura,147,137.0,9,3,7.11,8.86,114.09,120.75,0.509,1,0,14.4,8.62,72.1,0.518,0.255
2026-07-05,12008,1,S02,Mathura,147,137.0,17,6,7.83,5.29,137.7,141.25,0.545,0,0,34.6,4.74,59.7,1.313,0.424
2026-07-10,12012,7,S08,Nagpur,822,166.0,1,5,12.75,6.12,134.05,124.07,0.201,0,0,29.5,4.51,74.3,0.414,0.311
2026-06-03,12006,8,S09,Raipur,988,119.0,4,3,6.13,3.71,114.06,106.94,0.058,0,0,36.3,6.45,62.6,0.55,0.37
2026-07-24,12001,2,S03,Agra,284,59.0,12,4,3.82,2.88,48.81,49.52,0.04,1,0,24.5,4.9,72.5,0.328,0.357
2026-06-07,12020,4,S05,Jhansi,494,116.0,20,6,21.49,5.82,125.96,125.66,0.877,0,0,20.1,7.93,55.3,0.308,0.353
2026-06-05,12009,8,S09,Raipur,988,119.0,6,5,13.06,4.37,86.76,82.38,0.105,1,0,31.4,6.32,82.3,0.637,0.363
2026-07-06,12022,9,S10,Sambalpur,1107,132.0,20,1,2.7,6.46,144.41,137.32,0.627,0,0,26.2,5.87,54.8,0.605,0.274
2026-06-28,12014,3,S04,Gwalior,343,151.0,7,6,12.65,8.82,102.11,107.61,0.728,0,0,12.7,8.1,88.7,0.607,0.212
2026-06-20,12020,11,S12,Bhubaneswar,1400,,13,6,8.11,0.0,,,0.264,1,0,26.2,3.78,55.3,0.308,0.353
2026-07-24,12016,1,S02,Mathura,147,137.0,11,4,18.51,5.0,123.81,134.78,0.442,1,0,27.6,5.02,66.4,1.025,0.362
2026-07-03,12024,0,S01,Delhi,0,147.0,12,4,9.75,0.0,130.43,140.19,0.099,1,0,28.2,4.43,67.6,0.587,0.243
2026-07-09,12017,10,S11,Cuttack,1239,161.0,8,4,12.99,5.68,174.7,178.28,0.713,0,0,35.3,3.16,55.3,0.648,0.248
2026-07-02,12003,11,S12,Bhubaneswar,1400,,23,3,24.74,0.0,,,0.182,1,0,37.6,4.83,71.7,1.029,0.251
2026-06-21,12009,9,S10,Sambalpur,1107,132.0,7,0,16.15,4.82,96.24,106.05,0.618,1,0,27.2,6.72,82.3,0.637,0.363
2026-06-05,12017,6,S07,Itarsi,675,147.0,22,4,20.45,5.72,159.51,161.25,0.163,1,0,15.2,8.3,55.3,0.648,0.248
2026-07-18,12012,5,S06,Bhopal,610,65.0,22,5,12.75,8.68,52.49,47.5,0.178,0,0,33.0,9.52,74.3,0.414,0.311
2026-06-21,12000,0,S01,Delhi,0,147.0,7,6,18.63,0.0,122.41,141.05,0.519,1,0,26.7,4.69,72.1,0.518,0.255
2026-07-11,12022,11,S12,Bhubaneswar,1400,,2,0,28.25,0.0,,,0.05,0,0,,9.09,54.8,0.605,0.274
2026-06-26,12008,5,S06,Bhopal,610,65.0,1,5,6.02,8.08,65.33,58.75,0.088,0,0,33.0,9.68,59.7,1.313,0.424
2026-07-07,12007,7,S08,Nagpur,822,166.0,0,2,14.04,5.36,120.14,130.77,0.292,1,0,34.3,9.81,82.9,0.774,0.478
2026-06-25,12016,9,S10,Sambalpur,1107,132.0,2,4,7.51,7.1,119.29,110.36,0.044,0,0,,3.63,66.4,1.025,0.362
2026-06-03,12016,1,S02,Mathura,147,137.0,11,2,15.63,4.92,123.81,114.28,0.524,0,0,14.5,4.51,66.4,1.025,0.362
2026-06-03,12020,8,S09,Raipur,988,119.0,5,3,11.11,3.97,129.21,122.81,0.016,0,0,,6.99,55.3,0.308,0.353
2026-07-27,12004,6,S07,Itarsi,675,147.0,17,0,11.85,6.47,193.43,201.01,0.762,1,0,23.2,5.28,45.6,0.319,0.269
2026-06-07,12006,6,S07,Itarsi,675,147.0,23,6,7.77,3.36,140.9,137.7,0.013,0,0,18.9,5.66,62.6,0.55,0.37
2026-06-16,12005,3,S04,Gwalior,343,151.0,9,1,10.18,4.86,139.8,134.68,0.572,0,0,26.3,4.42,64.8,0.894,0.21
2026-06-13,12015,5,S06,Bhopal,610,65.0,22,5,4.59,4.95,60.71,61.79,0.222,1,0,17.4,7.23,64.2,0.429,0.209
2026-07-23,12016,1,S02,Mathura,147,137.0,11,3,11.04,6.55,123.81,125.4,0.535,0,0,34.7,7.39,66.4,1.025,0.362
2026-06-09,12015,7,S08,Nagpur,822,166.0,1,2,17.38,7.9,155.05,156.03,0.182,0,0,29.5,4.7,64.2,0.429,0.209
2026-07-24,12014,2,S03,Agra,284,59.0,6,4,6.94,5.54,39.9,39.36,0.065,1,0,24.3,3.91,88.7,0.607,0.212
2026-07-03,12008,4,S05,Jhansi,494,116.0,23,4,11.76,6.79,116.59,104.19,0.225,0,0,26.7,8.26,59.7,1.313,0.424
2026-07-27,12021,0,S01,Delhi,0,147.0,23,0,5.22,0.0,132.0,137.22,0.26,1,0,37.5,3.12,66.8,0.623,0.273
2026-07-10,12009,0,S01,Delhi,0,147.0,17,4,11.81,0.0,107.18,118.99,0.72,1,0,19.2,4.59,82.3,0.637,0.363
2026-07-04,12002,4,S05,Jhansi,494,116.0,7,6,18.81,4.04,135.73,145.77,0.972,0,0,23.2,7.36,51.3,1.242,0.26
2026-07-27,12003,6,S07,Itarsi,675,147.0,12,0,21.51,4.81,123.08,125.35,0.016,1,0,26.4,7.46,71.7,1.029,0.251
2026-07-18,12019,6,S07,Itarsi,675,147.0,11,6,4.69,4.48,148.0,145.0,0.277,0,0,33.7,5.27,59.6,0.728,0.472
2026-07-12,12019,0,S01,Delhi,0,147.0,23,6,2.58,0.0,148.0,150.58,0.052,1,0,35.2,7.11,59.6,0.728,0.472
2026-06-03,12019,0,S01,Delhi,0,147.0,23,2,-2.54,0.0,148.0,145.46,0.122,0,0,37.7,9.43,59.6,0.728,0.472
2026-06-03,12014,10,S11,Cuttack,1239,161.0,18,2,22.07,9.15,108.87,112.86,0.831,0,0,16.8,6.82,88.7,0.607,0.212
2026-06-11,12008,6,S07,,675,147.0,2,4,9.46,5.61,147.75,143.15,0.18,0,0,33.9,6.94,59.7,1.313,0.424
2026-07-12,12003,6,S07,Itarsi,675,147.0,12,6,23.33,3.4,123.08,131.0,,1,0,33.6,9.77,71.7,1.029,0.251
2026-07-28,12009,9,S10,Sambalpur,1107,132.0,7,2,16.32,4.59,96.24,106.51,0.56,1,0,31.5,3.44,82.3,0.637,0.363
2026-07-26,12018,0,S01,Delhi,0,147.0,22,6,-3.72,0.0,120.66,116.94,0.106,0,0,20.7,7.75,73.1,0.562,0.325
2026-07-01,12022,2,S03,Agra,284,59.0,4,3,4.37,6.97,64.55,66.28,0.06,1,0,26.2,3.03,54.8,0.605,0.274
2026-06-25,12008,0,S01,Delhi,0,147.0,14,3,3.29,0.0,147.75,151.04,0.097,1,0,34.5,5.37,59.7,1.313,0.424
2026-06-23,12010,10,S11,Cuttack,1239,161.0,16,2,44.63,4.08,165.6,186.27,0.468,1,0,27.5,3.08,58.3,0.774,0.288
2026-06-27,12002,4,S05,Jhansi,494,116.0,7,6,31.92,4.31,135.73,159.71,0.722,1,0,31.2,9.06,51.3,1.242,0.26
2026-07-18,12000,1,S02,Mathura,147,137.0,9,5,15.81,9.62,114.09,118.15,0.585,0,0,26.2,7.93,72.1,0.518,0.255
2026-07-04,12023,7,S08,Nagpur,822,166.0,11,5,36.74,4.29,129.26,144.49,0.368,1,0,36.2,7.25,77.1,1.497,0.28
2026-06-27,12018,10,S11,Cuttack,1239,161.0,16,6,-0.06,4.39,132.16,129.63,0.261,0,0,37.1,6.39,73.1,0.562,0.325
2026-07-23,12010,11,S12,Bhubaneswar,1400,,19,4,19.66,0.0,,,0.753,1,0,32.1,9.2,58.3,0.774,0.288
2026-06-21,12001,1,S02,Mathura,147,137.0,10,6,12.98,2.86,113.34,123.7,0.35,1,0,29.2,7.53,72.5,0.328,0.357
2026-07-18,12001,8,S09,Raipur,988,119.0,22,5,6.84,3.42,98.45,94.66,0.277,0,0,26.4,3.99,72.5,0.328,0.357
2026-07-29,12004,6,S07,Itarsi,675,147.0,17,2,28.44,8.71,193.43,187.67,0.903,0,0,21.1,,45.6,0.319,0.269
2026-06-30,12017,5,S06,Bhopal,610,65.0,21,1,19.44,3.15,70.53,73.75,0.485,1,0,36.4,8.61,55.3,0.648,0.248
2026-06-22,12021,10,S11,Cuttack,1239,161.0,18,1,24.53,7.13,144.57,158.01,0.814,1,0,29.6,9.31,66.8,0.623,0.273
2026-07-22,12000,6,S07,Itarsi,675,147.0,17,2,15.28,9.86,122.41,133.0,0.704,1,0,29.0,6.42,72.1,0.518,0.255
2026-07-01,12009,5,S06,Bhopal,610,65.0,1,3,8.13,4.39,47.39,47.9,0.242,1,0,27.2,6.06,82.3,0.637,0.363
2026-06-27,12008,3,S04,Gwalior,343,151.0,20,5,37.37,6.09,151.77,173.63,0.586,1,0,19.6,6.58,59.7,1.313,0.424
2026-07-13,12016,2,S03,Agra,284,59.0,13,0,12.4,7.44,53.32,55.61,0.262,1,0,28.8,9.24,66.4,1.025,0.362
2026-06-24,12023,9,S10,Sambalpur,1107,132.0,15,2,26.87,4.13,102.79,101.43,0.193,1,0,27.9,9.43,77.1,1.497,0.28
2026-07-23,12018,10,S11,Cuttack,1239,161.0,16,4,22.14,3.33,132.16,141.36,0.392,1,0,27.0,6.11,73.1,0.562,0.325
2026-07-17,12009,1,S02,Mathura,147,137.0,19,4,5.7,5.24,99.89,99.76,0.677,1,0,31.6,3.86,82.3,0.637,0.363
2026-06-15,12019,1,S02,Mathura,147,137.0,2,1,2.95,4.02,137.93,132.3,0.046,0,0,33.6,5.26,59.6,0.728,0.472
2026-07-30,12010,7,S08,Nagpur,822,166.0,9,4,42.29,4.62,170.75,174.69,0.694,1,0,17.5,5.38,58.3,0.774,0.288
2026-07-14,12007,11,S12,Bhubaneswar,1400,,7,2,13.7,0.0,,,0.769,0,0,27.8,8.23,82.9,0.774,0.478
2026-06-15,12019,10,S11,Cuttack,1239,161.0,21,1,6.83,3.87,162.09,164.29,,0,0,27.1,7.22,59.6,0.728,0.472
2026-07-06,12008,5,S06,Bhopal,610,65.0,1,1,12.4,5.2,65.33,62.65,0.054,0,0,29.0,8.36,59.7,1.313,0.424
2026-07-28,12002,5,S06,Bhopal,610,65.0,9,2,19.06,4.25,76.06,74.16,0.536,0,0,27.2,5.28,51.3,1.242,0.26
2026-06-30,12011,3,S04,Gwalior,343,151.0,8,1,10.33,9.38,110.9,114.25,0.723,1,0,,9.78,81.7,1.175,0.431
2026-07-30,12014,2,S03,Agra,284,59.0,6,3,2.3,9.46,39.9,37.74,0.299,0,0,33.0,3.85,88.7,0.607,0.212
2026-07-26,12001,1,S02,Mathura,147,137.0,10,6,11.56,3.29,113.34,118.07,0.291,1,0,25.3,9.46,72.5,0.328,0.357
2026-06-27,12010,2,S03,Agra,284,59.0,23,5,16.34,3.39,60.69,66.79,0.197,1,0,,7.34,58.3,0.774,0.288
2026-06-08,12017,3,S04,Gwalior,343,151.0,16,0,22.9,2.6,163.85,152.24,0.231,0,0,33.0,3.37,55.3,0.648,0.248
2026-06-26,12014,5,S06,Bhopal,610,65.0,11,4,10.65,6.5,43.96,38.49,0.597,0,0,32.9,6.62,88.7,0.607,0.212
2026-07-06,12012,10,S11,Cuttack,1239,161.0,7,1,17.62,9.3,130.02,115.64,0.854,0,0,35.9,3.24,74.3,0.414,0.311
2026-06-02,12017,11,S12,Bhubaneswar,1400,,12,2,28.86,0.0,,,0.059,0,0,40.7,9.28,55.3,0.648,0.248
2026-07-22,12000,10,S11,Cuttack,1239,161.0,2,3,27.96,5.99,134.07,138.07,0.285,0,0,27.1,9.0,72.1,0.518,0.255
2026-07-04,12005,6,S07,Itarsi,675,147.0,14,5,27.94,3.23,136.1,139.81,0.191,1,0,,4.83,64.8,0.894,0.21
2026-06-08,12004,9,S10,Sambalpur,1107,132.0,3,1,16.14,6.08,173.7,164.55,0.151,0,0,29.0,4.01,45.6,0.319,0.269
2026-06-15,12024,3,S04,Gwalior,343,151.0,17,0,9.52,4.89,133.98,122.15,0.851,0,0,24.2,9.02,67.6,0.587,0.243
2026-06-03,12015,3,S04,Gwalior,343,151.0,17,2,4.09,11.43,141.04,143.13,0.739,1,0,29.1,9.03,64.2,0.429,0.209
2026-06-23,12003,6,S07,Itarsi,675,147.0,12,1,20.52,3.07,123.08,125.02,0.222,0,0,34.4,4.19,71.7,1.029,0.251
2026-07-14,12003,4,S05,Jhansi,494,116.0,9,1,6.25,4.04,97.13,99.56,0.646,0,0,39.4,3.83,71.7,1.029,0.251
2026-06-25,12020,6,S07,Itarsi,675,147.0,23,3,21.37,4.66,159.62,178.21,0.273,1,0,19.4,8.53,55.3,0.308,0.353
2026-06-12,12021,11,S12,Bhubaneswar,1400,,21,5,11.42,0.0,,,0.446,1,0,37.9,8.4,66.8,0.623,0.273
2026-07-15,12000,8,S09,Raipur,988,119.0,22,2,3.74,5.72,99.1,96.65,0.093,0,0,26.8,8.17,72.1,0.518,0.255
2026-07-25,12023,9,S10,Sambalpur,1107,132.0,15,5,20.7,4.87,102.79,102.51,0.064,0,0,22.8,9.33,77.1,1.497,0.28
2026-07-04,12005,5,S06,Bhopal,610,65.0,13,5,24.23,4.2,60.18,55.42,0.144,0,0,30.9,8.22,64.8,0.894,0.21
2026-06-23,12011,5,S06,Bhopal,610,65.0,11,1,2.67,6.9,47.74,44.46,0.225,0,0,24.0,4.53,81.7,1.175,0.431
2026-06-11,12012,1,S02,Mathura,147,137.0,15,3,3.54,6.05,110.63,113.2,0.266,0,0,14.6,9.72,74.3,0.414,0.311
2026-06-28,12005,3,S04,Gwalior,343,151.0,9,6,27.16,4.4,139.8,154.3,,0,0,30.8,6.75,64.8,0.894,0.21
2026-06-30,12000,7,S08,Nagpur,822,166.0,19,1,15.09,8.56,138.24,145.97,0.862,0,0,28.8,9.82,72.1,0.518,0.255
2026-07-12,12011,0,S01,Delhi,0,147.0,3,6,5.34,0.0,107.96,113.3,0.274,0,0,24.1,3.94,81.7,1.175,0.431
2026-07-03,12007,9,S10,Sambalpur,1107,132.0,3,5,6.38,4.31,95.53,94.87,0.02,0,0,30.1,7.18,82.9,0.774,0.478
2026-07-21,12002,8,S09,Raipur,988,119.0,17,2,36.46,4.4,139.24,143.47,0.542,1,0,25.9,5.85,51.3,1.242,0.26
2026-07-09,12022,9,S10,Sambalpur,1107,132.0,20,4,24.07,7.84,144.41,143.46,0.914,0,0,15.7,9.86,54.8,0.605,0.274
2026-07-20,12012,0,S01,Delhi,0,147.0,13,0,-3.35,0.0,118.71,115.36,0.14,1,0,18.6,4.39,74.3,0.414,0.311
2026-07-09,12012,9,S10,Sambalpur,1107,132.0,5,4,15.14,7.28,106.6,106.51,0.071,1,0,24.3,3.16,74.3,0.414,0.311
2026-07-01,12003,2,S03,Agra,284,59.0,6,2,5.83,5.16,49.4,47.55,0.179,0,0,30.7,3.25,71.7,1.029,0.251
2026-07-10,12023,5,S06,Bhopal,610,65.0,8,4,22.63,4.57,50.62,46.85,0.671,0,0,37.1,6.25,77.1,1.497,0.28
2026-06-25,12023,5,S06,Bhopal,610,65.0,8,3,7.13,5.15,50.62,54.5,0.507,0,0,37.4,4.8,77.1,1.497,0.28
2026-06-04,12016,0,S01,Delhi,0,147.0,9,3,12.21,0.0,132.85,145.05,0.556,0,0,30.2,8.99,66.4,1.025,0.362
2026-07-04,12024,6,S07,Itarsi,675,147.0,22,5,38.25,4.64,130.43,146.13,0.281,1,0,30.9,3.36,67.6,0.587,0.243
2026-06-08,12013,0,S01,Delhi,0,147.0,10,0,4.03,0.0,113.32,117.36,0.383,0,0,26.9,4.65,77.8,1.365,0.342
2026-06-24,12024,4,S05,Jhansi,494,116.0,19,2,10.73,3.57,102.93,106.14,0.68,0,0,25.7,7.29,67.6,0.587,0.243
2026-06-29,12007,4,S05,Jhansi,494,116.0,20,0,9.94,7.21,83.95,76.69,0.574,0,0,34.7,5.25,82.9,0.774,0.478
2026-06-26,12020,8,S09,Raipur,988,119.0,5,5,18.44,6.0,129.21,134.39,0.25,1,0,31.2,5.51,55.3,0.308,0.353
2026-07-10,12004,6,S07,Itarsi,675,147.0,16,4,-1.13,6.69,193.43,187.3,0.562,0,0,19.9,7.3,45.6,0.319,0.269
2026-07-16,12012,2,S03,Agra,284,59.0,17,3,6.8,9.18,47.65,53.4,0.917,1,0,24.7,6.53,74.3,0.414,0.311
2026-07-01,12007,10,S11,Cuttack,1239,161.0,5,3,8.33,7.86,116.52,110.52,0.285,1,0,25.7,6.74,82.9,0.774,0.478
